Date,Price,EMA 5,EMA 10,EMA 20
2024-09-07 14:41:05.034841,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:06.335077,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:07.544360,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:08.761263,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:09.976617,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:11.159834,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:12.341553,2497.565,2497.565,2497.565,2497.565
2024-09-07 14:41:13.534795,2497.565,,,
